# Package list from WSL host system (Ubuntu)
# Generated: 2026年 08月 28日 星期五 23:16:27 CST
# Total packages: 1105

Package                                  Version              Architecture
libhttp-parser2.9                        6.01-2               all
libhunspell-1.7-0                        2.9.4-5              amd64
libhwy1                                  1.7.1-1              amd64
libibus-1.0-5                            1.0.3-3+deb12u1      amd64
libical3                                 1.5.27-5             amd64
libice6                                  3.0.16-1+b1          amd64
libicu72                                 2:1.0.10-1           amd64
libid3tag0                               72.1-3+deb12u1       amd64
libidn12                                 0.15.1b-14           amd64
libidn2-0                                1.41-1               amd64
libigdgmm12                              2.3.3-1+b1           amd64
libijs-0.35                              22.3.3+ds1-1         amd64
libimath-3-1-29                          0.35-15              amd64
libimlib2                                3.1.6-1              amd64
libimobiledevice6                        1.10.0-4+deb12u1     amd64
libinih1                                 1.3.0-6+b3           amd64
libinput-bin                             55-1                 amd64
libinput10                               1.22.1-1+deb12u1     amd64
libio-html-perl                          1.22.1-1+deb12u1     amd64
libio-socket-ssl-perl                    1.004-3              all
libio-stringy-perl                       2.081-2              all
libip4tc2                                2.111-3              all
libip6tc2                                1.8.9-2              amd64
libipc-system-simple-perl                1.8.9-2              amd64
libipt2                                  1.30-2               all
libisl23                                 2.0.5-1              amd64
libitm1                                  0.25-1.1             amd64
libixml10                                12.2.0-14+deb12u1    amd64
libjack-jackd2-0                         1:1.8.4-2            amd64
libjansson4                              1.9.21~dfsg-3        amd64
libjaylink0                              2.14-2               amd64
libjbig0                                 0.3.1-1              amd64
libjbig2dec0                             2.1-6.1              amd64
libjcat1                                 0.19-3               amd64
libjemalloc2                             0.2.3-1~deb12u1      amd64
libjim0.81                               5.3.0-1              amd64
libjpeg62-turbo                          0.81+dfsg0-2         amd64
libjq1                                   1:2.1.5-2            amd64
libjs-jquery                             1.6-2.1+deb12u2      amd64
libjs-sphinxdoc                          3.6.1+dfsg+~3.5.14-1 all
libjs-underscore                         5.3.0-4              all
libjson-c5                               1.13.4~dfsg+~1.11.4-3 all
libjson-glib-1.0-0                       0.16-2               amd64
libjson-glib-1.0-common                  1.6.6-1              amd64
libjxl0.7                                1.6.6-1              all
libjxr-tools                             0.7.0-10+deb12u1     amd64
libjxr0                                  1.2~git20170615.f752187-5 amd64
libk5crypto3                             1.2~git20170615.f752187-5 amd64
libkaccounts2                            1.20.1-2+deb12u5     amd64
libkate1                                 4:22.12.3-1          amd64
libkdecorations2-5v5                     0.4.1-11             amd64
libkdecorations2private10                4:5.27.5-2           amd64
libkdsoap1                               4:5.27.5-2           amd64
libkeyutils1                             1.9.1+dfsg-5         amd64
libkf5activities5                        1.6.3-2              amd64
libkf5activitiesstats1                   5.103.0-1            amd64
libkf5archive-data                       5.103.0-1            amd64
libkf5archive5                           5.103.0-1            all
libkf5attica5                            5.103.0-1            amd64
libkf5auth-data                          5.103.0-1            amd64
libkf5auth5                              5.103.0-1            all
libkf5authcore5                          5.103.0-1            amd64
libkf5baloo5                             5.103.0-1            amd64
libkf5balooengine5                       5.103.0-2            amd64
libkf5baloowidgets-bin                   5.103.0-2            amd64
libkf5baloowidgets5                      4:22.12.3-1          amd64
libkf5bluezqt-data                       4:22.12.3-1          amd64
libkf5bluezqt6                           5.103.0-1            all
libkf5bookmarks-data                     5.103.0-1            amd64
libkf5bookmarks5                         5.103.0-1            all
libkf5calendarevents5                    5.103.0-1            amd64
libkf5codecs-data                        5.103.0-1            amd64
libkf5codecs5                            5.103.0-1            all
libkf5completion-data                    5.103.0-1            amd64
libkf5completion5                        5.103.0-1            all
libkf5config-bin                         5.103.0-1            amd64
libkf5config-data                        5.103.0-2            amd64
libkf5configcore5                        5.103.0-2            all
libkf5configgui5                         5.103.0-2            amd64
libkf5configqml5                         5.103.0-2            amd64
libkf5configwidgets-data                 5.103.0-2            amd64
libkf5configwidgets5                     5.103.0-1            all
libkf5contacts-data                      5.103.0-1            amd64
libkf5contacts5                          5:5.103.0-1          all
libkf5coreaddons-data                    5:5.103.0-1          amd64
libkf5coreaddons5                        5.103.0-1            all
libkf5crash5                             5.103.0-1            amd64
libkf5dbusaddons-bin                     5.103.0-1            amd64
libkf5dbusaddons-data                    5.103.0-1            amd64
libkf5dbusaddons5                        5.103.0-1            all
libkf5declarative-data                   5.103.0-1            amd64
libkf5declarative5                       5.103.0-1            all
libkf5dnssd-data                         5.103.0-1            amd64
libkf5dnssd5                             5.103.0-1            all
libkf5doctools5                          5.103.0-1            amd64
libkf5filemetadata-bin                   5.103.0-1            amd64
libkf5filemetadata-data                  5.103.0-1            amd64
libkf5filemetadata3                      5.103.0-1            all
libkf5globalaccel-bin                    5.103.0-1            amd64
libkf5globalaccel-data                   5.103.0-1            amd64
libkf5globalaccel5                       5.103.0-1            all
libkf5globalaccelprivate5                5.103.0-1            amd64
libkf5guiaddons-bin                      5.103.0-1            amd64
libkf5guiaddons-data                     5.103.0-1            amd64
libkf5guiaddons5                         5.103.0-1            all
libkf5holidays-data                      5.103.0-1            amd64
libkf5holidays5                          1:5.103.0-1          all
libkf5i18n-data                          1:5.103.0-1          amd64
libkf5i18n5                              5.103.0-1            all
libkf5i18nlocaledata5                    5.103.0-1            amd64
libkf5iconthemes-bin                     5.103.0-1            amd64
libkf5iconthemes-data                    5.103.0-1            amd64
libkf5iconthemes5                        5.103.0-1            all
libkf5idletime5                          5.103.0-1            amd64
libkf5itemmodels5                        5.103.0-2            amd64
libkf5itemviews-data                     5.103.0-1            amd64
libkf5itemviews5                         5.103.0-1            all
libkf5jobwidgets-data                    5.103.0-1            amd64
libkf5jobwidgets5                        5.103.0-1            all
libkf5js5                                5.103.0-1            amd64
libkf5kcmutils-bin                       5.103.0-1            amd64
libkf5kcmutils-data                      5.103.0-3            amd64
libkf5kcmutils5                          5.103.0-3            all
libkf5kcmutilscore5                      5.103.0-3            amd64
libkf5kdcraw5                            5.103.0-3            amd64
libkf5kdelibs4support-data               22.12.3-1            amd64
libkf5kdelibs4support5                   5.103.0-1            all
libkf5kdelibs4support5-bin               5.103.0-1            amd64
libkf5kexiv2-15.0.0                      5.103.0-1            amd64
libkf5khtml-bin                          22.12.3-1            amd64
libkf5khtml-data                         5.103.0-1            amd64
libkf5khtml5                             5.103.0-1            all
libkf5kiocore5                           5.103.0-1            amd64
libkf5kiofilewidgets5                    5.103.0-1+deb12u1    amd64
libkf5kiogui5                            5.103.0-1+deb12u1    amd64
libkf5kiontlm5                           5.103.0-1+deb12u1    amd64
libkf5kiowidgets5                        5.103.0-1+deb12u1    amd64
libkf5kirigami2-5                        5.103.0-1+deb12u1    amd64
libkf5modemmanagerqt6                    5.103.0-1            amd64
libkf5networkmanagerqt6                  5.103.0-1            amd64
libkf5newstuff-data                      5.103.0-1            amd64
libkf5newstuff5                          5.103.0-1            all
libkf5newstuffcore5                      5.103.0-1            amd64
libkf5newstuffwidgets5                   5.103.0-1            amd64
libkf5notifications-data                 5.103.0-1            amd64
libkf5notifications5                     5.103.0-1            all
libkf5notifyconfig-data                  5.103.0-1            amd64
libkf5notifyconfig5                      5.103.0-1            all
libkf5package-data                       5.103.0-1            amd64
libkf5package5                           5.103.0-1+deb12u1    all
libkf5parts-data                         5.103.0-1+deb12u1    amd64
libkf5parts-plugins                      5.103.0-1            all
libkf5parts5                             5.103.0-1            amd64
libkf5people-data                        5.103.0-1            amd64
libkf5people5                            5.103.0-1            all
libkf5peoplebackend5                     5.103.0-1            amd64
libkf5peoplewidgets5                     5.103.0-1            amd64
libkf5plasma5                            5.103.0-1            amd64
libkf5plasmaquick5                       5.103.0-1+deb12u1    amd64
libkf5prison5                            5.103.0-1+deb12u1    amd64
libkf5prisonscanner5                     5.103.0-1            amd64
libkf5pty-data                           5.103.0-1            amd64
libkf5pty5                               5.103.0-1            all
libkf5pulseaudioqt3                      5.103.0-1            amd64
libkf5purpose-bin                        1.3-2+b1             amd64
libkf5purpose5                           5.103.0-1            amd64
libkf5quickaddons5                       5.103.0-1            amd64
libkf5runner5                            5.103.0-1            amd64
libkf5screen-bin                         5.103.0-1            amd64
libkf5screen-data                        4:5.27.5-2           amd64
libkf5screen8                            4:5.27.5-2           all
libkf5screendpms8                        4:5.27.5-2           amd64
libkf5service-bin                        4:5.27.5-2           amd64
libkf5service-data                       5.103.0-1            amd64
libkf5service5                           5.103.0-1            all
libkf5solid5                             5.103.0-1            amd64
libkf5solid5-data                        5.103.0-1            amd64
libkf5sonnet5-data                       5.103.0-1            all
libkf5sonnetcore5                        5.103.0-1            all
libkf5sonnetui5                          5.103.0-1            amd64
libkf5style5                             5.103.0-1            amd64
libkf5su-bin                             5.103.0-1            amd64
libkf5su-data                            5.103.0-1            amd64
libkf5su5                                5.103.0-1            all
libkf5syndication5abi1                   5.103.0-1            amd64
libkf5syntaxhighlighting-data            1:5.103.0-1          amd64
libkf5syntaxhighlighting5                5.103.0-3            all
libkf5sysguard-data                      5.103.0-3            amd64
libkf5texteditor-bin                     4:5.27.5-2           all
libkf5texteditor5                        5.103.0-1.1          amd64
libkf5textwidgets-data                   5.103.0-1.1          amd64
libkf5textwidgets5                       5.103.0-1            all
libkf5threadweaver5                      5.103.0-1            amd64
libkf5wallet-bin                         5.103.0-1            amd64
libkf5wallet-data                        5.103.0-1            amd64
libkf5wallet5                            5.103.0-1            all
libkf5waylandclient5                     5.103.0-1            amd64
libkf5widgetsaddons-data                 4:5.103.0-1          amd64
libkf5widgetsaddons5                     5.103.0-1            all
libkf5windowsystem-data                  5.103.0-1            amd64
libkf5windowsystem5                      5.103.0-1            all
libkf5xmlgui-bin                         5.103.0-1            amd64
libkf5xmlgui-data                        5.103.0-1            amd64
libkf5xmlgui5                            5.103.0-1            all
libkfontinst5                            5.103.0-1            amd64
libkfontinstui5                          4:5.27.5-2+deb12u2   amd64
libklibc                                 4:5.27.5-2+deb12u2   amd64
libkmod2                                 2.0.12-1             amd64
libkpipewire5                            30+20221128-1        amd64
libkpipewiredmabuf5                      5.27.5-3             amd64
libkpipewirerecord5                      5.27.5-3             amd64
libkpmcore12                             5.27.5-3             amd64
libkrb5-3                                22.12.3-1            amd64
libkrb5support0                          1.20.1-2+deb12u5     amd64
libksba8                                 1.20.1-2+deb12u5     amd64
libkscreenlocker5                        1.6.3-2              amd64
libksgrd9                                5.27.5-2             amd64
libksysguardformatter1                   4:5.27.5-2           amd64
libksysguardsensorfaces1                 4:5.27.5-2           amd64
libksysguardsensors1                     4:5.27.5-2           amd64
libksysguardsystemstats1                 4:5.27.5-2           amd64
libkuserfeedbackcore1                    4:5.27.5-2           amd64
libkuserfeedbackwidgets1                 1.2.0-2              amd64
libkwalletbackend5-5                     1.2.0-2              amd64
libkwineffects14                         5.103.0-1            amd64
libkwinglutils14                         4:5.27.5-3           amd64
libkworkspace5-5                         4:5.27.5-3           amd64
liblapack3                               4:5.27.5-2+deb12u2   amd64
liblayershellqtinterface5                3.11.0-2             amd64
liblcms2-2                               5.27.5-2             amd64
libldap-2.5-0                            2.14-2+deb12u1       amd64
libldap-common                           2.5.13+dfsg-5        amd64
libldb2                                  2.5.13+dfsg-5        all
liblerc4                                 2:2.6.2+samba4.17.12+dfsg-0+deb12u4 amd64
liblilv-0-0                              4.0.0+ds-2           amd64
liblirc-client0                          0.24.14-1            amd64
libllvm15                                0.10.1-7.2           amd64
liblmdb0                                 1:15.0.6-4+b1        amd64
liblocale-gettext-perl                   0.9.24-1             amd64
liblockfile-bin                          1.07-5               amd64
liblockfile1                             1.17-1+b1            amd64
liblognorm5                              1.17-1+b1            amd64
liblqr-1-0                               2.0.6-4              amd64
liblsan0                                 0.4.2-2.1            amd64
libltdl7                                 12.2.0-14+deb12u1    amd64
liblua5.2-0                              2.4.7-7~deb12u1      amd64
liblua5.3-0                              5.2.4-3              amd64
liblvm2cmd2.03                           5.3.6-2              amd64
liblwp-mediatypes-perl                   2.03.16-2            amd64
liblwp-protocol-https-perl               6.04-2               all
liblz4-1                                 6.10-1               all
liblzma5                                 1.9.4-1              amd64
liblzo2-2                                5.4.1-1+deb12u1      amd64
libmad0                                  2.10-2               amd64
libmagickcore-6.q16-6                    0.15.1b-10.1+b1      amd64
libmagickcore-6.q16-6-extra              8:6.9.11.60+dfsg-1.6+deb12u13 amd64
libmagickwand-6.q16-6                    8:6.9.11.60+dfsg-1.6+deb12u13 amd64
libmailtools-perl                        8:6.9.11.60+dfsg-1.6+deb12u13 amd64
libmarkdown2                             2.21-2               all
libmatroska7                             2.2.7-2              amd64
libmaxminddb0                            1.7.1-1              amd64
libmbedcrypto7                           1.7.1-1              amd64
libmbedtls14                             2.28.3-1             amd64
libmbedx509-1                            2.28.3-1             amd64
libmbim-glib4                            2.28.3-1             amd64
libmbim-proxy                            1.28.2-1             amd64
libmbim-utils                            1.28.2-1             amd64
libmd0                                   1.28.2-1             amd64
libmd4c0                                 1.0.4-2              amd64
libmfx1                                  0.4.8-1              amd64
libminizip1                              22.5.4-1             amd64
libmm-glib0                              1.1-8+deb12u1        amd64
libmnl0                                  1.20.4-1             amd64
libmount1                                1.0.4-3              amd64
libmp3lame0                              2.38.1-5+deb12u3     amd64
libmpc3                                  3.100-6              amd64
libmpcdec6                               1.3.1-1              amd64
libmpeg2-4                               2:0.1~r495-2         amd64
libmpfr6                                 0.5.1-9              amd64
libmpg123-0                              4.2.0-1              amd64
libmtdev1                                1.31.2-1+deb12u1     amd64
libmtp-common                            1.1.6-1              amd64
libmtp-runtime                           1.1.20-1             all
libmtp9                                  1.1.20-1             amd64
libmysofa1                               1.1.20-1             amd64
libncurses-dev                           1.3.1~dfsg0-1        amd64
libncurses6                              6.4-4                amd64
libncursesw6                             6.4-4                amd64
libndp0                                  6.4-4                amd64
libnet-dbus-perl                         1.8-1+deb12u1        amd64
libnet-http-perl                         1.2.0-2              amd64
libnet-smtp-ssl-perl                     6.22-1               all
libnet-ssleay-perl                       1.04-2               all
libnetfilter-conntrack3                  1.92-2+b1            amd64
libnetpbm11                              1.0.9-3              amd64
libnettle8                               2:11.01.00-2         amd64
libnewt0.52                              3.8.1-2              amd64
libnfnetlink0                            0.52.23-1+b1         amd64
libnfs13                                 1.0.2-2              amd64
libnftables1                             4.0.0-1+deb12u1      amd64
libnftnl11                               1.0.6-2+deb12u2      amd64
libnghttp2-14                            1.2.4-2              amd64
libnl-3-200                              1.52.0-1+deb12u3     amd64
libnl-genl-3-200                         3.7.0-0.2+b1         amd64
libnl-route-3-200                        3.7.0-0.2+b1         amd64
libnm0                                   3.7.0-0.2+b1         amd64
libnorm1                                 1.42.4-1+deb12u1     amd64
libnotificationmanager1                  1.5.9+dfsg-2         amd64
libnotify4                               4:5.27.5-2+deb12u2   amd64
libnpth0                                 0.8.1-1              amd64
libnsl-dev                               1.6-3                amd64
libnsl2                                  1.3.0-2              amd64
libnspr4                                 1.3.0-2              amd64
libnss-mdns                              2:4.35-1             amd64
libnss-myhostname                        0.15.1-3             amd64
libnss-resolve                           252.39-1~deb12u2     amd64
libnss-systemd                           252.39-1~deb12u2     amd64
libnss3                                  252.39-1~deb12u2     amd64
libntfs-3g89                             2:3.87.1-1+deb12u4   amd64
libnuma1                                 1:2022.10.3-1+deb12u3 amd64
libogg0                                  2.0.16-1             amd64
libonig5                                 1.3.5-3              amd64
libopenconnect5                          1:1.19.1-2           all
libopenexr-3-1-30                        9.01-3               amd64
libopengl0                               3.1.5-5              amd64
libopenjp2-7                             1.6.0-1              amd64
libopenmpt-modplug1                      2.5.0-2+deb12u3      amd64
libopenmpt0                              0.8.9.0-openmpt1-2+b1 amd64
libopus0                                 2.2.0.33+dfsg-15+b1  amd64
liborc-0.4-0                             1.3.1-3              amd64
liboxygenstyle5-5                        1:0.4.33-2           amd64
liboxygenstyleconfig5-5                  4:5.27.5-2           amd64
libp11-kit0                              4:5.27.5-2           amd64
libpackagekit-glib2-18                   0.24.1-2             amd64
libpackagekitqt5-1                       1.2.6-5+deb12u1      amd64
libpam-cap                               1.1.1-1              amd64
libpam-kwallet-common                    1:2.66-4+deb12u3+b1  amd64
libpam-kwallet5                          5.27.5-2             all
libpam-modules                           5.27.5-2             amd64
libpam-modules-bin                       1.5.2-6+deb12u2      amd64
libpam-runtime                           1.5.2-6+deb12u2      amd64
libpam-systemd                           1.5.2-6+deb12u2      all
libpam0g                                 252.39-1~deb12u2     amd64
libpango-1.0-0                           1.5.2-6+deb12u2      amd64
libpangocairo-1.0-0                      1.50.12+ds-1         amd64
libpangoft2-1.0-0                        1.50.12+ds-1         amd64
libpaper-utils                           1.50.12+ds-1         amd64
libpaper1                                1.1.29               amd64
libparted-fs-resize0                     1.1.29               amd64
libparted2                               3.5-3                amd64
libpcap0.8                               3.5-3                amd64
libpci3                                  1.10.3-1             amd64
libpciaccess0                            1:3.9.0-4            amd64
libpcre2-16-0                            0.17-2               amd64
libpcre2-8-0                             10.42-1              amd64
libpcre3                                 10.42-1              amd64
libpcsclite1                             2:8.39-15            amd64
libperl5.36                              1.9.9-2              amd64
libpgm-5.3-0                             5.36.0-7+deb12u3     amd64
libphonon4qt5-4                          5.3.128~dfsg-2       amd64
libphonon4qt5-data                       4:4.11.1-4           amd64
libpipeline1                             4:4.11.1-4           all
libpipewire-0.3-0                        1.5.7-1              amd64
libpipewire-0.3-common                   0.3.65-3+deb12u1     amd64
libpipewire-0.3-modules                  0.3.65-3+deb12u1     all
libpixman-1-0                            0.3.65-3+deb12u1     amd64
libpkgconf3                              0.42.2-1             amd64
libplacebo208                            1.8.1-1              amd64
libplasma-geolocation-interface5         4.208.0-3            amd64
libplist3                                4:5.27.5-2+deb12u2   amd64
libpng16-16                              2.2.0-6+b2           amd64
libpocketsphinx3                         1.6.39-2+deb12u5     amd64
libpolkit-agent-1-0                      0.8+5prealpha+1-15   amd64
libpolkit-gobject-1-0                    122-3                amd64
libpolkit-qt5-1-1                        122-3                amd64
libpoppler-qt5-1                         0.114.0-2            amd64
libpoppler126                            22.12.0-2+deb12u3    amd64
libpopt0                                 22.12.0-2+deb12u3    amd64
libpostproc56                            1.19+dfsg-1          amd64
libpowerdevilcore2                       7:5.1.9-0+deb12u1    amd64
libpowerdevilui5                         4:5.27.5-2           amd64
libproc2-0                               4:5.27.5-2           amd64
libprocesscore9                          2:4.0.2-3            amd64
libprocessui9                            4:5.27.5-2           amd64
libprotobuf-c1                           4:5.27.5-2           amd64
libprotobuf-lite32                       1.4.1-1+b1           amd64
libproxy-tools                           3.21.12-3+deb12u1    amd64
libproxy1v5                              0.4.18-1.2           amd64
libpskc0                                 0.4.18-1.2           amd64
libpsl5                                  2.6.7-3.1+deb12u1    amd64
libpulse-mainloop-glib0                  0.21.2-1             amd64
libpulse0                                16.1+dfsg1-2+b1      amd64
libpulsedsp                              16.1+dfsg1-2+b1      amd64
libpython3-dev                           16.1+dfsg1-2+b1      amd64
libpython3-stdlib                        3.11.2-1+b1          amd64
libpython3.11                            3.11.2-1+b1          amd64
libpython3.11-dev                        3.11.2-6+deb12u8     amd64
libpython3.11-minimal                    3.11.2-6+deb12u8     amd64
libpython3.11-stdlib                     3.11.2-6+deb12u8     amd64
libqaccessibilityclient-qt5-0            3.11.2-6+deb12u8     amd64
libqalculate-data                        0.4.1-1+b1           amd64
libqalculate22                           4.5.1-1              all
libqca-qt5-2                             4.5.1-1              amd64
libqca-qt5-2-plugins                     2.3.5-2              amd64
libqmi-glib5                             2.3.5-2              amd64
libqmi-proxy                             1.32.2-1             amd64
libqmi-utils                             1.32.2-1             amd64
libqmobipocket2                          1.32.2-1             amd64
libqrencode4                             4:22.12.3-1          amd64
libqrtr-glib0                            4.1.1-1              amd64
libqt5concurrent5                        1.2.2-1              amd64
libqt5core5a                             5.15.8+dfsg-11+deb12u3 amd64
libqt5dbus5                              5.15.8+dfsg-11+deb12u3 amd64
libqt5designer5                          5.15.8+dfsg-11+deb12u3 amd64
libqt5gui5                               5.15.8-2             amd64
libqt5help5                              5.15.8+dfsg-11+deb12u3 amd64
libqt5multimedia5                        5.15.8-2             amd64
libqt5multimedia5-plugins                5.15.8-2             amd64
libqt5multimediagsttools5                5.15.8-2             amd64
libqt5multimediaquick5                   5.15.8-2             amd64
libqt5multimediawidgets5                 5.15.8-2             amd64
libqt5network5                           5.15.8-2             amd64
libqt5positioning5                       5.15.8+dfsg-11+deb12u3 amd64
libqt5printsupport5                      5.15.8+dfsg-3+deb12u1 amd64
libqt5qml5                               5.15.8+dfsg-11+deb12u3 amd64
libqt5qmlmodels5                         5.15.8+dfsg-3        amd64
libqt5qmlworkerscript5                   5.15.8+dfsg-3        amd64
libqt5quick5                             5.15.8+dfsg-3        amd64
libqt5quickcontrols2-5                   5.15.8+dfsg-3        amd64
libqt5quickparticles5                    5.15.8+dfsg-2        amd64
libqt5quickshapes5                       5.15.8+dfsg-3        amd64
libqt5quicktemplates2-5                  5.15.8+dfsg-3        amd64
libqt5quickwidgets5                      5.15.8+dfsg-2        amd64
libqt5sensors5                           5.15.8+dfsg-3        amd64
libqt5sql5                               5.15.8-2             amd64
libqt5sql5-sqlite                        5.15.8+dfsg-11+deb12u3 amd64
libqt5svg5                               5.15.8+dfsg-11+deb12u3 amd64
libqt5test5                              5.15.8-3             amd64
libqt5texttospeech5                      5.15.8+dfsg-11+deb12u3 amd64
libqt5virtualkeyboard5                   5.15.8-2             amd64
libqt5waylandclient5                     5.15.8+dfsg-2        amd64
libqt5waylandcompositor5                 5.15.8-2             amd64
libqt5webchannel5                        5.15.8-2             amd64
libqt5webengine-data                     5.15.8-2             amd64
libqt5webengine5                         5.15.13+dfsg-1~deb12u1 all
libqt5webenginecore5                     5.15.13+dfsg-1~deb12u1 amd64
libqt5webenginewidgets5                  5.15.13+dfsg-1~deb12u1 amd64
libqt5webview5                           5.15.13+dfsg-1~deb12u1 amd64
libqt5widgets5                           5.15.8-2+b1          amd64
libqt5x11extras5                         5.15.8+dfsg-11+deb12u3 amd64
libqt5xml5                               5.15.8-2             amd64
libqt6core6                              5.15.8+dfsg-11+deb12u3 amd64
libqt6dbus6                              6.4.2+dfsg-10        amd64
libqt6gui6                               6.4.2+dfsg-10        amd64
libqt6network6                           6.4.2+dfsg-10        amd64
libqt6opengl6                            6.4.2+dfsg-10        amd64
libqt6qml6                               6.4.2+dfsg-10        amd64
libqt6qmlmodels6                         6.4.2+dfsg-1         amd64
libqt6quick6                             6.4.2+dfsg-1         amd64
libqt6waylandclient6                     6.4.2+dfsg-1         amd64
libqt6waylandcompositor6                 6.4.2-1              amd64
libqt6waylandeglclienthwintegration6     6.4.2-1              amd64
libqt6waylandeglcompositorhwintegration6 6.4.2-1              amd64
libqt6wlshellintegration6                6.4.2-1              amd64
libquadmath0                             6.4.2-1              amd64
librabbitmq4                             12.2.0-14+deb12u1    amd64
librav1e0                                0.11.0-1+deb12u2     amd64
libraw1394-11                            0.5.1-6              amd64
libraw20                                 2.1.2-2              amd64
libre2-9                                 0.20.2-2.1+deb12u2   amd64
libreadline8                             20220601+dfsg-1+b1   amd64
libregexp-ipv6-perl                      8.2-1.3              amd64
libresid-builder0c2a                     0.03-3               all
librist4                                 2.1.1-15+b1          amd64
librsvg2-2                               0.2.7+dfsg-1         amd64
librsvg2-common                          2.54.7+dfsg-1~deb12u1 amd64
librtmp1                                 2.54.7+dfsg-1~deb12u1 amd64
librubberband2                           2.4+20151223.gitfa8646d.1-2+b2 amd64
libsamplerate0                           3.1.2+dfsg0-1        amd64
libsasl2-2                               0.2.2-3              amd64
libsasl2-modules                         2.1.28+dfsg-10       amd64
libsasl2-modules-db                      2.1.28+dfsg-10       amd64
libscim8v5                               2.1.28+dfsg-10       amd64
libsdl-image1.2                          1.4.18+git20211204-0.1 amd64
libsdl1.2debian                          1.2.12-13+b2         amd64
libseccomp2                              1.2.15+dfsg2-8       amd64
libsecret-1-0                            2.5.4-1+deb12u1      amd64
libsecret-common                         0.20.5-3             amd64
libselinux1                              0.20.5-3             all
libsemanage-common                       3.4-1+b6             amd64
libsemanage2                             3.4-1                all
libsensors-config                        3.4-1+b5             amd64
libsensors5                              1:3.6.0-7.1          all
libsepol2                                1:3.6.0-7.1          amd64
libserd-0-0                              3.4-2.1              amd64
libshine3                                0.30.16-1            amd64
libshout3                                3.1.1-2              amd64
libsidplay2                              2.4.6-1+b1           amd64
libsignon-plugins-common1                2.1.1-15+b1          amd64
libsignon-qt5-1                          8.61-1               amd64
libsigsegv2                              8.61-1               amd64
libsixel-bin                             2.14-1               amd64
libsixel1                                1.10.3-3             amd64
libslang2                                1.10.3-3             amd64
libsm6                                   2.3.3-3              amd64
libsmartcols1                            2:1.2.3-1            amd64
libsmbclient                             2.38.1-5+deb12u3     amd64
libsnappy1v5                             2:4.17.12+dfsg-0+deb12u4 amd64
libsndfile1                              1.1.9-3              amd64
libsodium23                              1.2.0-1+deb12u1      amd64
libsord-0-0                              1.0.18-1+deb12u1     amd64
libsoup-3.0-0                            0.16.14+git221008-1  amd64
libsoup-3.0-common                       3.2.3-0+deb12u2      amd64
libsoxr0                                 3.2.3-0+deb12u2      all
libspa-0.2-modules                       0.1.3-4              amd64
libspatialaudio0                         0.3.65-3+deb12u1     amd64
libspdlog1.10                            0.3.0+git20180730+dfsg1-2+b1 amd64
libspectre1                              1:1.10.0+ds-0.4      amd64
libspeechd2                              0.2.12-1             amd64
libspeex1                                0.11.4-2             amd64
libspeexdsp1                             1.2.1-2              amd64
libsphinxbase3                           1.2.1-1              amd64
libsqlite3-0                             0.8+5prealpha+1-16   amd64
libsquashfuse0                           3.40.1-2+deb12u2     amd64
libsratom-0-0                            0.1.105-1            amd64
libsrt1.5-gnutls                         0.6.14-1             amd64
libss2                                   1.5.1-1+deb12u1      amd64
libssh-4                                 1.47.0-2+b2          amd64
libssh-gcrypt-4                          0.10.6-0+deb12u2     amd64
libssh2-1                                0.10.6-0+deb12u2     amd64
libssl-dev                               1.10.0-3+b1          amd64
libssl3                                  3.0.20-1~deb12u2     amd64
libstdc++-12-dev                         3.0.20-1~deb12u2     amd64
libstdc++6                               12.2.0-14+deb12u1    amd64
libstemmer0d                             12.2.0-14+deb12u1    amd64
libstoken1                               2.2.0-2              amd64
libsvtav1enc1                            0.92-1               amd64
libswresample4                           1.4.1+dfsg-1         amd64
libswscale6                              7:5.1.9-0+deb12u1    amd64
libsystemd-shared                        7:5.1.9-0+deb12u1    amd64
libsystemd0                              252.39-1~deb12u2     amd64
libtag1v5                                252.39-1~deb12u2     amd64
libtag1v5-vanilla                        1.13-2+deb12u1       amd64
libtalloc2                               1.13-2+deb12u1       amd64
libtaskmanager6abi1                      2.4.0-f2             amd64
libtasn1-6                               4:5.27.5-2+deb12u2   amd64
libtdb1                                  4.19.0-2+deb12u1     amd64
libteamdctl0                             1.4.8-2              amd64
libtevent0                               1.31-1               amd64
libtext-iconv-perl                       0.14.1-1             amd64
libthai-data                             1.7-8                amd64
libthai0                                 0.1.29-1             all
libtheora0                               0.1.29-1             amd64
libtie-ixhash-perl                       1.1.1+dfsg.1-16.1+deb12u1 amd64
libtiff6                                 1.23-4               all
libtimedate-perl                         4.5.0-6+deb12u4      amd64
libtinfo6                                2.3300-2             all
libtirpc-common                          6.4-4                amd64
libtirpc-dev                             1.3.3+ds-1           all
libtirpc3                                1.3.3+ds-1           amd64
libtomcrypt1                             1.3.3+ds-1           amd64
libtommath1                              1.18.2-6             amd64
libtry-tiny-perl                         1.2.0-6+deb12u1      amd64
libts0                                   0.31-2               all
libtsan2                                 1.22-1+b1            amd64
libtss2-esys-3.0.2-0                     12.2.0-14+deb12u1    amd64
libtss2-mu0                              3.2.1-3              amd64
libtss2-sys1                             3.2.1-3              amd64
libtss2-tcti-cmd0                        3.2.1-3              amd64
libtss2-tcti-device0                     3.2.1-3              amd64
libtss2-tcti-mssim0                      3.2.1-3              amd64
libtss2-tcti-swtpm0                      3.2.1-3              amd64
